,Rooms,Type,Distance,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,Comercio y servicios,Restauración y vida social,Transporte y conectividad,Cultura y recreación,Financiero,Espiritual y comunitario,Salud,Educación,metodo,target,dif_fechas
33849,4.0,h,17.2,4.0,1.0,2.0,6.432940092739179,Maroondah City Council,Eastern Metropolitan,4181.0,13.0,9.0,12.0,2.0,0.0,0.0,4.0,1.0,prop_vendida,13.825461878915961,0.0
33850,4.0,h,17.2,4.0,2.0,2.0,6.633318433280377,Maroondah City Council,Eastern Metropolitan,4181.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,prop_vendida,13.95091606833254,0.0
33852,3.0,h,17.2,3.0,2.0,2.0,6.1070228877422545,Whitehorse City Council,Eastern Metropolitan,4280.0,2.0,0.0,19.0,2.0,0.0,1.0,1.0,0.0,prop_vendida,13.755761615129062,0.0
33853,3.0,h,17.2,3.0,2.0,2.0,6.47543271670409,Whitehorse City Council,Eastern Metropolitan,4280.0,2.0,2.0,40.0,3.0,0.0,0.0,2.0,0.0,prop_vendida_prev,13.928840136128022,3.6635616461296463
33854,4.0,h,8.9,4.0,2.0,2.0,6.375024819828097,Banyule City Council,Eastern Metropolitan,2698.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,puja_del_vendedor,13.955273369904273,3.6635616461296463
33856,3.0,h,14.7,3.0,2.0,2.0,6.329720905522696,Knox City Council,Eastern Metropolitan,5424.0,1.0,0.0,32.0,4.0,0.0,0.0,1.0,4.0,prop_vendida,13.713478939818222,0.0
33858,3.0,h,14.7,3.0,1.0,2.0,6.568077911411976,Knox City Council,Eastern Metropolitan,7082.0,2.0,9.0,20.0,1.0,0.0,0.0,0.0,1.0,prop_vendida_prev,13.617060838751888,0.0
33860,3.0,h,14.7,3.0,2.0,2.0,6.480044561926653,Knox City Council,Eastern Metropolitan,7082.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.795308871054397,3.5263605246161616
33862,3.0,h,14.7,3.0,1.0,2.0,6.582025138892826,Knox City Council,Eastern Metropolitan,7082.0,11.0,0.0,37.0,4.0,3.0,0.0,1.0,5.0,prop_vendida,13.7107065540917,0.0
33863,5.0,h,21.1,5.0,3.0,6.0,8.37378460812088,Manningham City Council,Eastern Metropolitan,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,14.99416586199818,3.5263605246161616
33864,3.0,h,14.5,3.0,1.0,1.0,6.400257445308821,Banyule City Council,Northern Metropolitan,2329.0,28.0,11.0,22.0,0.0,2.0,0.0,4.0,2.0,prop_vendida,13.500801182986649,0.0
33865,3.0,h,14.5,3.0,2.0,2.0,6.2878585601617845,Banyule City Council,Northern Metropolitan,1442.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,prop_vendida,13.541075028051122,0.0
33866,3.0,h,14.7,3.0,2.0,1.0,6.238324625039508,Wyndham City Council,Western Metropolitan,16166.0,1.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,prop_vendida,13.195615697878253,0.0
33868,4.0,h,14.7,4.0,1.0,0.0,6.52649485957079,Wyndham City Council,Western Metropolitan,16166.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,prop_vendida_prev,13.060490101343552,3.6635616461296463
33869,3.0,h,14.7,3.0,2.0,1.0,6.386879319362645,Wyndham City Council,Western Metropolitan,16166.0,2.0,1.0,34.0,0.0,0.0,1.0,0.0,0.0,prop_vendida_prev,13.06896471037963,0.0
33870,4.0,h,14.7,4.0,2.0,2.0,6.345636360828596,Wyndham City Council,Western Metropolitan,16166.0,7.0,0.0,14.0,4.0,0.0,0.0,0.0,1.0,prop_vendida,13.102162710901053,0.0
33871,3.0,h,14.7,3.0,1.0,2.0,6.246106765481563,Wyndham City Council,Western Metropolitan,16166.0,1.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,prop_vendida,13.105219253155285,3.6635616461296463
33872,4.0,h,14.7,4.0,2.0,2.0,6.115892125483034,Wyndham City Council,Western Metropolitan,16166.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.270785106659046,2.9444389791664403
33873,3.0,h,14.7,3.0,1.0,2.0,5.717027701406222,Wyndham City Council,Western Metropolitan,16166.0,2.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,prop_vendida_prev,12.971542813248437,3.1780538303479458
33876,3.0,h,6.4,3.0,1.0,1.0,5.272999558563747,Maribyrnong City Council,Western Metropolitan,5058.0,15.0,2.0,23.0,3.0,0.0,0.0,0.0,0.0,prop_vendida,13.547632419997361,0.0
33877,4.0,h,6.4,4.0,2.0,1.0,5.986452005284438,Maribyrnong City Council,Western Metropolitan,5058.0,11.0,12.0,50.0,3.0,0.0,2.0,1.0,2.0,prop_transferida,14.001990954782066,0.0
33878,4.0,h,6.4,4.0,2.0,2.0,5.872117789475416,Maribyrnong City Council,Western Metropolitan,5058.0,11.0,7.0,42.0,3.0,1.0,1.0,1.0,2.0,prop_vendida,14.0225255403564,4.430816798843313
33880,4.0,h,16.5,4.0,1.0,3.0,6.295266001439646,Hume City Council,Northern Metropolitan,2474.0,7.0,7.0,28.0,6.0,0.0,0.0,0.0,1.0,prop_vendida,13.296318365198623,0.0
33881,3.0,h,16.5,3.0,1.0,0.0,6.322565239927284,Hume City Council,Northern Metropolitan,2474.0,0.0,1.0,16.0,3.0,0.0,0.0,0.0,0.0,prop_vendida,13.26212705890841,0.0
33882,2.0,h,16.5,2.0,1.0,1.0,5.501258210544727,Hume City Council,Northern Metropolitan,2474.0,2.0,2.0,16.0,4.0,0.0,0.0,0.0,1.0,prop_vendida,13.051943059028227,0.0
33883,3.0,h,16.7,3.0,2.0,2.0,6.54965074223381,Monash City Council,South-Eastern Metropolitan,7392.0,5.0,3.0,14.0,1.0,0.0,2.0,0.0,1.0,puja_del_vendedor,13.955273369904273,0.0
33886,4.0,h,16.7,4.0,4.0,2.0,6.480044561926653,Monash City Council,South-Eastern Metropolitan,7392.0,5.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,prop_vendida,14.403297778421795,0.0
33887,4.0,h,16.7,4.0,3.0,2.0,6.522092798170152,Monash City Council,South-Eastern Metropolitan,7392.0,7.0,4.0,26.0,1.0,0.0,2.0,1.0,1.0,prop_vendida,14.062371417145494,3.6635616461296463
33888,4.0,h,16.7,4.0,2.0,2.0,6.61338421837956,Monash City Council,South-Eastern Metropolitan,7392.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,prop_transferida,13.76421831620775,0.0
33889,4.0,h,6.8,4.0,3.0,2.0,6.236369590203704,Hobsons Bay City Council,Western Metropolitan,6380.0,5.0,4.0,20.0,2.0,0.0,1.0,0.0,1.0,prop_transferida,14.285514812209815,3.367295829986474
33890,3.0,h,6.8,3.0,2.0,2.0,5.424950017481403,Hobsons Bay City Council,Western Metropolitan,6380.0,5.0,4.0,20.0,2.0,0.0,1.0,0.0,1.0,prop_vendida_prev,14.266586814266963,0.0
33891,3.0,h,6.8,3.0,1.0,1.0,6.102558594613569,Hobsons Bay City Council,Western Metropolitan,6380.0,5.0,3.0,21.0,1.0,4.0,0.0,1.0,1.0,prop_vendida_prev,14.187074804051692,0.0
33892,5.0,h,6.8,5.0,3.0,2.0,5.267858159063328,Hobsons Bay City Council,Western Metropolitan,6380.0,4.0,3.0,17.0,1.0,0.0,0.0,0.0,1.0,prop_vendida,14.469917429958173,0.0
33894,3.0,h,6.8,3.0,2.0,2.0,5.805134968916488,Hobsons Bay City Council,Western Metropolitan,6380.0,10.0,3.0,7.0,3.0,0.0,0.0,0.0,1.0,prop_vendida_prev,13.955273369904273,2.9444389791664403
33895,3.0,h,6.8,3.0,2.0,2.0,5.605802066295998,Hobsons Bay City Council,Western Metropolitan,6380.0,10.0,3.0,7.0,3.0,0.0,0.0,0.0,1.0,prop_vendida_prev,13.955273369904273,3.044522437723423
33897,4.0,h,4.6,4.0,3.0,1.0,5.313205979041787,Port Phillip City Council,Southern Metropolitan,4380.0,135.0,69.0,147.0,8.0,4.0,4.0,8.0,1.0,prop_vendida_prev,14.690979711984754,0.0
33898,3.0,h,25.5,3.0,2.0,2.0,5.8916442118257715,Whittlesea City Council,Northern Metropolitan,2940.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,prop_vendida_prev,13.304686600863562,0.6931471805599453
33899,4.0,h,25.5,4.0,2.0,2.0,5.976350909297934,Whittlesea City Council,Northern Metropolitan,2940.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,prop_vendida,13.329379172803593,1.3862943611198906
33900,4.0,h,27.2,4.0,2.0,2.0,6.304448802421981,Wyndham City Council,Western Metropolitan,5262.0,4.0,3.0,17.0,0.0,0.0,0.0,0.0,1.0,prop_vendida_prev,13.190023895035274,2.1972245773362196
33903,3.0,h,27.2,3.0,1.0,1.0,5.564520407322694,Wyndham City Council,Western Metropolitan,5262.0,5.0,4.0,36.0,0.0,0.0,1.0,0.0,1.0,prop_vendida,12.95039048795861,2.995732273553991
33905,4.0,h,27.2,4.0,2.0,2.0,6.161207321695077,Wyndham City Council,Western Metropolitan,5262.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.1421679654829,2.1972245773362196
33906,3.0,h,12.7,3.0,1.0,1.0,6.467698726104354,Banyule City Council,Northern Metropolitan,1369.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,prop_vendida,13.623139877437296,4.07753744390572
33909,3.0,h,6.3,3.0,1.0,0.0,5.488937726156687,Maribyrnong City Council,Western Metropolitan,6543.0,44.0,21.0,45.0,1.0,3.0,0.0,3.0,1.0,prop_vendida,13.901689171636098,0.0
33910,3.0,h,6.3,3.0,1.0,1.0,5.69035945432406,Maribyrnong City Council,Western Metropolitan,6543.0,38.0,21.0,30.0,2.0,3.0,0.0,2.0,0.0,prop_vendida,13.933294482509151,4.77912349311153
33911,3.0,h,6.3,3.0,1.0,3.0,6.395261598115449,Maribyrnong City Council,Western Metropolitan,6543.0,45.0,34.0,48.0,1.0,3.0,0.0,4.0,1.0,prop_transferida,14.269766465162304,0.0
33913,2.0,h,6.3,2.0,1.0,0.0,5.247024072160486,Maribyrnong City Council,Western Metropolitan,6543.0,38.0,19.0,52.0,0.0,3.0,0.0,4.0,1.0,prop_vendida_prev,13.752571823152559,4.59511985013459
33914,3.0,h,6.3,3.0,1.0,0.0,5.342334251964811,Maribyrnong City Council,Western Metropolitan,6543.0,46.0,21.0,39.0,2.0,3.0,0.0,3.0,1.0,prop_vendida,13.658857917508856,0.0
33915,3.0,h,6.3,3.0,1.0,0.0,5.598421958998375,Maribyrnong City Council,Western Metropolitan,6543.0,45.0,21.0,36.0,2.0,3.0,0.0,3.0,1.0,prop_vendida_prev,13.997832948091215,4.6443908991413725
33917,3.0,h,10.4,3.0,2.0,1.0,5.645446897643238,Moonee Valley City Council,Western Metropolitan,3464.0,6.0,2.0,31.0,1.0,0.0,0.0,1.0,3.0,prop_transferida,13.369225017834633,0.0
33921,2.0,h,10.5,2.0,1.0,2.0,6.142037405587356,Brimbank City Council,Western Metropolitan,2185.0,107.0,23.0,26.0,4.0,9.0,2.0,10.0,0.0,prop_vendida,13.39239204133378,4.23410650459726
33922,3.0,t,10.5,3.0,2.0,2.0,5.241747015059643,Brimbank City Council,Western Metropolitan,2185.0,7.0,1.0,7.0,2.0,0.0,1.0,0.0,0.0,prop_vendida,13.304686600863562,2.1972245773362196
33924,4.0,h,5.7,4.0,2.0,2.0,5.869296913133774,Darebin City Council,Northern Metropolitan,2211.0,5.0,5.0,35.0,2.0,0.0,0.0,1.0,0.0,prop_transferida,14.648420115681892,0.0
33927,3.0,h,15.5,3.0,1.0,4.0,6.2766434893416445,Hobsons Bay City Council,Western Metropolitan,7630.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,prop_vendida,13.35743708061023,3.6635616461296463
33928,3.0,h,9.4,3.0,2.0,2.0,5.783825182329737,Hobsons Bay City Council,Western Metropolitan,5132.0,15.0,2.0,56.0,3.0,3.0,2.0,3.0,0.0,prop_vendida,13.664688831019712,1.0986122886681098
33929,3.0,h,12.8,3.0,1.0,4.0,6.331501849893691,Brimbank City Council,Western Metropolitan,1281.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,prop_transferida,13.370786295963992,0.0
33931,4.0,h,6.3,4.0,3.0,2.0,6.313548046277095,Stonnington City Council,Southern Metropolitan,4836.0,57.0,10.0,111.0,0.0,1.0,0.0,1.0,1.0,prop_transferida,15.26242977619469,4.859812404361672
33935,3.0,h,4.3,3.0,1.0,2.0,6.0867747269123065,Moonee Valley City Council,Western Metropolitan,6567.0,5.0,5.0,43.0,1.0,0.0,0.0,0.0,1.0,prop_vendida,14.093143052138025,4.07753744390572
33936,3.0,t,4.3,3.0,1.0,2.0,5.918893854273146,Moonee Valley City Council,Western Metropolitan,6567.0,20.0,5.0,83.0,3.0,2.0,1.0,2.0,3.0,prop_vendida,13.767371231953732,0.0
33937,3.0,h,4.3,3.0,2.0,2.0,5.41610040220442,Moonee Valley City Council,Western Metropolitan,6567.0,11.0,5.0,51.0,1.0,0.0,0.0,1.0,1.0,prop_vendida,13.8924725250259,2.1972245773362196
33938,4.0,h,4.3,4.0,1.0,2.0,5.84354441703136,Moonee Valley City Council,Western Metropolitan,6567.0,6.0,6.0,67.0,1.0,0.0,0.0,1.0,1.0,prop_vendida,14.108926907975693,0.0
33940,3.0,h,10.2,3.0,2.0,4.0,6.551080335043404,Monash City Council,Southern Metropolitan,2894.0,14.0,4.0,11.0,1.0,1.0,2.0,5.0,4.0,prop_vendida,14.256343453410166,4.30406509320417
33941,4.0,h,10.2,4.0,3.0,2.0,6.617402977974478,Monash City Council,Southern Metropolitan,2894.0,16.0,4.0,8.0,0.0,1.0,2.0,5.0,3.0,prop_vendida,14.430696737594902,4.07753744390572
33942,5.0,h,10.2,5.0,5.0,2.0,6.588926477533519,Monash City Council,Southern Metropolitan,2894.0,3.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,prop_vendida,14.496079462646344,0.0
33944,4.0,h,10.2,4.0,2.0,2.0,6.568077911411976,Monash City Council,Southern Metropolitan,2894.0,13.0,5.0,9.0,1.0,1.0,1.0,5.0,4.0,prop_vendida,13.985676028013179,0.0
33947,3.0,h,21.5,3.0,1.0,1.0,6.331501849893691,Kingston City Council,South-Eastern Metropolitan,2243.0,14.0,3.0,14.0,4.0,0.0,0.0,0.0,1.0,prop_transferida,13.527829818844937,0.0
33949,4.0,h,16.5,4.0,2.0,2.0,5.820082930352362,Hume City Council,Northern Metropolitan,1130.0,2.0,2.0,15.0,6.0,0.0,0.0,0.0,1.0,prop_vendida,13.217675375388819,0.0
33950,4.0,h,16.5,4.0,2.0,2.0,6.448889394146858,Hume City Council,Northern Metropolitan,1130.0,2.0,2.0,7.0,4.0,0.0,0.0,0.0,1.0,prop_transferida,13.598598798635953,2.9444389791664403
33951,3.0,h,9.5,3.0,1.0,3.0,6.359573868672378,Moonee Valley City Council,Western Metropolitan,4502.0,11.0,7.0,19.0,0.0,0.0,0.0,2.0,0.0,prop_vendida_prev,13.815511557963774,0.0
33952,3.0,h,9.5,3.0,1.0,0.0,6.267200548541362,Moonee Valley City Council,Western Metropolitan,4502.0,21.0,3.0,20.0,2.0,0.0,1.0,1.0,0.0,prop_transferida,13.60479076121576,4.07753744390572
33953,4.0,h,9.5,4.0,1.0,1.0,6.226536669287466,Moonee Valley City Council,Western Metropolitan,4502.0,30.0,9.0,19.0,2.0,0.0,1.0,3.0,0.0,prop_vendida,13.617060838751888,0.0
33955,3.0,h,6.4,3.0,1.0,0.0,5.4116460518550396,Port Phillip City Council,Southern Metropolitan,2952.0,47.0,32.0,100.0,3.0,1.0,6.0,6.0,0.0,prop_vendida,14.199071512115161,4.6913478822291435
33957,4.0,h,6.4,4.0,2.0,2.0,6.150602768446279,Port Phillip City Council,Southern Metropolitan,2952.0,39.0,29.0,97.0,2.0,1.0,5.0,5.0,0.0,prop_vendida,14.253766134056512,4.77912349311153
33959,2.0,h,6.4,2.0,1.0,0.0,5.19295685089021,Port Phillip City Council,Southern Metropolitan,2952.0,47.0,30.0,105.0,2.0,1.0,6.0,5.0,0.0,prop_vendida,13.963931425151141,4.6443908991413725
33960,5.0,h,7.9,5.0,5.0,2.0,6.466144724237619,Boroondara City Council,Southern Metropolitan,5682.0,42.0,20.0,52.0,3.0,2.0,2.0,4.0,0.0,puja_del_vendedor,15.285686632949897,0.0
33964,4.0,h,9.7,4.0,3.0,1.0,6.920671504248683,Boroondara City Council,Southern Metropolitan,7809.0,27.0,12.0,47.0,5.0,0.0,4.0,3.0,2.0,puja_del_vendedor,14.707509007105367,0.0
33965,3.0,h,9.7,3.0,1.0,2.0,6.519147287940395,Boroondara City Council,Southern Metropolitan,7809.0,29.0,9.0,61.0,0.0,0.0,6.0,1.0,1.0,puja_del_vendedor,14.403297778421795,4.23410650459726
33966,4.0,h,9.7,4.0,2.0,1.0,6.082218910376446,Boroondara City Council,Southern Metropolitan,7809.0,31.0,11.0,46.0,4.0,0.0,1.0,4.0,0.0,prop_vendida,14.261478249586428,4.48863636973214
33968,3.0,h,9.7,3.0,2.0,2.0,6.917705609835305,Boroondara City Council,Southern Metropolitan,7809.0,25.0,10.0,40.0,4.0,0.0,3.0,4.0,2.0,prop_vendida,14.557448378884015,0.0
33971,4.0,h,9.7,4.0,2.0,2.0,6.731018100482083,Boroondara City Council,Southern Metropolitan,7809.0,38.0,11.0,52.0,0.0,1.0,2.0,2.0,0.0,puja_del_vendedor,14.48334044336031,4.3694478524670215
33973,4.0,h,9.7,4.0,2.0,4.0,6.825460036255307,Boroondara City Council,Southern Metropolitan,7809.0,35.0,11.0,51.0,3.0,1.0,2.0,3.0,0.0,puja_del_vendedor,14.669926311652166,0.0
33974,4.0,h,9.7,4.0,3.0,1.0,6.731018100482083,Boroondara City Council,Southern Metropolitan,7809.0,35.0,9.0,57.0,2.0,1.0,3.0,2.0,0.0,prop_transferida,14.946912992035967,4.430816798843313
33976,5.0,h,9.7,4.0,2.0,2.0,6.824373670043086,Boroondara City Council,Southern Metropolitan,7809.0,16.0,9.0,36.0,5.0,1.0,2.0,1.0,0.0,puja_del_vendedor,14.508658238524095,0.0
33978,3.0,h,17.3,3.0,2.0,3.0,6.693323668269949,Bayside City Council,Southern Metropolitan,5366.0,9.0,7.0,14.0,0.0,4.0,1.0,2.0,1.0,prop_vendida_prev,14.285514812209815,0.0
33979,3.0,h,17.3,3.0,2.0,2.0,6.42648845745769,Bayside City Council,Southern Metropolitan,5366.0,9.0,7.0,15.0,0.0,4.0,1.0,2.0,1.0,prop_vendida,14.24729362374025,0.0
33980,3.0,h,17.3,3.0,1.0,2.0,6.639875833826536,Bayside City Council,Southern Metropolitan,5366.0,9.0,7.0,13.0,0.0,4.0,1.0,2.0,1.0,prop_vendida,14.459993091477184,0.0
33982,4.0,h,17.3,4.0,2.0,2.0,7.009408932708637,Bayside City Council,Southern Metropolitan,5366.0,3.0,5.0,15.0,0.0,0.0,0.0,1.0,1.0,puja_del_vendedor,14.403297778421795,2.6390573296152584
33983,3.0,h,8.8,3.0,1.0,2.0,6.419994928147142,Banyule City Council,Eastern Metropolitan,852.0,34.0,7.0,30.0,3.0,3.0,2.0,4.0,1.0,prop_vendida,13.610944619216111,4.23410650459726
33984,3.0,t,11.4,3.0,2.0,2.0,5.6240175061873385,Glen Eira City Council,Southern Metropolitan,6795.0,11.0,4.0,36.0,5.0,0.0,1.0,0.0,1.0,puja_del_vendedor,14.077875591662238,1.9459101490553132
33985,3.0,t,11.4,3.0,2.0,2.0,5.484796933490655,Glen Eira City Council,Southern Metropolitan,6795.0,14.0,2.0,36.0,4.0,1.0,1.0,3.0,1.0,prop_vendida,13.818008435668599,2.1972245773362196
33986,4.0,h,11.4,4.0,2.0,2.0,6.727431724850855,Glen Eira City Council,Southern Metropolitan,6795.0,23.0,2.0,32.0,4.0,2.0,0.0,3.0,1.0,prop_vendida,14.144815024531075,4.59511985013459
33987,3.0,h,11.4,3.0,1.0,2.0,6.54965074223381,Glen Eira City Council,Southern Metropolitan,6795.0,16.0,2.0,38.0,4.0,1.0,1.0,3.0,1.0,prop_vendida,14.148405690083225,0.0
33988,3.0,h,11.4,3.0,1.0,2.0,6.608000625296087,Glen Eira City Council,Southern Metropolitan,6795.0,11.0,2.0,40.0,6.0,1.0,1.0,2.0,2.0,prop_vendida,14.238161146134319,0.0
33989,4.0,h,11.4,4.0,2.0,4.0,6.408528791059498,Glen Eira City Council,Southern Metropolitan,6795.0,21.0,2.0,34.0,5.0,1.0,1.0,3.0,1.0,prop_vendida,14.322328762742183,0.0
33990,4.0,h,11.4,4.0,2.0,4.0,6.398594934535208,Glen Eira City Council,Southern Metropolitan,6795.0,32.0,3.0,27.0,4.0,1.0,1.0,0.0,0.0,prop_vendida,14.53335083891935,4.48863636973214
33992,4.0,t,11.4,4.0,3.0,2.0,5.932245187448011,Glen Eira City Council,Southern Metropolitan,6795.0,14.0,4.0,36.0,6.0,1.0,0.0,0.0,1.0,prop_vendida,14.062371417145494,0.0
33993,2.0,h,13.8,2.0,1.0,2.0,6.890609120147166,Glen Eira City Council,Southern Metropolitan,10969.0,1.0,0.0,27.0,1.0,0.0,2.0,0.0,0.0,prop_transferida,14.291745358078465,0.0
33994,4.0,h,13.8,4.0,2.0,4.0,6.46302945692067,Glen Eira City Council,Southern Metropolitan,10969.0,6.0,1.0,19.0,1.0,1.0,2.0,2.0,1.0,prop_vendida,14.038654909278163,0.0
33996,4.0,t,13.8,4.0,3.0,2.0,5.720311776607412,Glen Eira City Council,Southern Metropolitan,10969.0,10.0,2.0,24.0,0.0,1.0,2.0,2.0,0.0,puja_del_vendedor,13.955273369904273,1.0986122886681098
34002,4.0,h,17.3,4.0,2.0,2.0,5.961005339623274,Bayside City Council,Southern Metropolitan,2866.0,13.0,5.0,19.0,0.0,1.0,1.0,2.0,1.0,prop_vendida,14.682611465815636,0.0
34003,3.0,h,13.4,3.0,2.0,2.0,6.706862336602747,Whitehorse City Council,Eastern Metropolitan,5713.0,11.0,7.0,46.0,3.0,1.0,1.0,1.0,3.0,puja_del_vendedor,13.933294482509151,0.0
34005,4.0,h,13.4,4.0,3.0,2.0,6.408528791059498,Whitehorse City Council,Eastern Metropolitan,2867.0,0.0,1.0,37.0,7.0,0.0,0.0,0.0,0.0,prop_vendida,13.795308871054397,3.9889840465642745
34006,3.0,h,13.4,3.0,1.0,3.0,6.4967749901858625,Whitehorse City Council,Eastern Metropolitan,4387.0,6.0,2.0,20.0,3.0,0.0,0.0,1.0,1.0,prop_vendida_prev,13.883170141017091,0.0
34007,3.0,h,8.6,3.0,1.0,2.0,6.505784060128229,Maribyrnong City Council,Western Metropolitan,3589.0,3.0,0.0,25.0,2.0,0.0,0.0,0.0,1.0,prop_vendida,13.721200977393528,0.0
34009,2.0,h,10.5,2.0,1.0,1.0,5.293304824724492,Bayside City Council,Southern Metropolitan,10579.0,3.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,prop_vendida_prev,14.104442598879876,0.0
34011,4.0,h,10.5,4.0,2.0,2.0,6.3080984415095305,Bayside City Council,Southern Metropolitan,10579.0,8.0,5.0,18.0,0.0,0.0,1.0,1.0,1.0,prop_vendida,14.812459561859505,4.736198448394496
34015,3.0,t,10.5,3.0,2.0,2.0,5.863631175598097,Bayside City Council,Southern Metropolitan,10579.0,34.0,20.0,20.0,1.0,2.0,1.0,3.0,2.0,puja_del_vendedor,14.45736497045232,0.0
34019,5.0,h,10.5,5.0,2.0,2.0,6.439350371100098,Bayside City Council,Southern Metropolitan,10579.0,12.0,8.0,11.0,1.0,1.0,2.0,1.0,1.0,prop_transferida,15.150511887854474,2.9444389791664403
34020,4.0,t,10.3,4.0,3.0,1.0,5.707110264748875,Bayside City Council,Southern Metropolitan,6938.0,10.0,2.0,21.0,1.0,0.0,0.0,0.0,2.0,puja_del_vendedor,14.316286451937186,0.0
34025,4.0,h,10.3,4.0,2.0,3.0,6.660575149839686,Bayside City Council,Southern Metropolitan,6938.0,7.0,3.0,54.0,0.0,0.0,0.0,1.0,2.0,prop_vendida,14.641877019947108,0.0
34026,4.0,h,10.3,4.0,2.0,2.0,6.4425401664681985,Bayside City Council,Southern Metropolitan,6938.0,34.0,21.0,58.0,1.0,2.0,0.0,3.0,2.0,puja_del_vendedor,14.45736497045232,0.0
34029,3.0,h,10.3,3.0,1.0,2.0,6.483107351457199,Bayside City Council,Southern Metropolitan,6938.0,1.0,3.0,11.0,7.0,0.0,0.0,0.0,1.0,prop_vendida,14.699278511355924,0.0
34030,4.0,t,10.3,4.0,2.0,2.0,5.680172609017068,Bayside City Council,Southern Metropolitan,6938.0,7.0,2.0,19.0,1.0,0.0,0.0,0.0,2.0,prop_vendida,14.403297778421795,0.0
34032,3.0,h,10.3,3.0,1.0,2.0,6.401917196727186,Bayside City Council,Southern Metropolitan,6938.0,9.0,3.0,52.0,0.0,0.0,0.0,1.0,2.0,prop_vendida,14.349076255209846,0.0
34034,3.0,h,10.3,3.0,1.0,2.0,6.483107351457199,Bayside City Council,Southern Metropolitan,6938.0,16.0,0.0,24.0,2.0,1.0,0.0,1.0,0.0,prop_vendida,14.459993091477184,0.0
34035,3.0,h,14.0,3.0,1.0,1.0,6.452048954437226,Hume City Council,Northern Metropolitan,4294.0,2.0,1.0,32.0,0.0,0.0,3.0,0.0,0.0,prop_vendida,13.433519271241643,0.0
34037,2.0,h,5.2,2.0,1.0,2.0,5.991464547107982,Moreland City Council,Northern Metropolitan,11918.0,215.0,85.0,111.0,6.0,5.0,8.0,7.0,3.0,prop_vendida_prev,13.955273369904273,4.859812404361672
34038,2.0,h,5.2,2.0,1.0,0.0,5.236441962829949,Moreland City Council,Northern Metropolitan,11918.0,153.0,92.0,124.0,4.0,10.0,3.0,8.0,3.0,prop_transferida,13.598598798635953,0.0
34039,3.0,h,5.2,3.0,1.0,0.0,5.932245187448011,Moreland City Council,Northern Metropolitan,11918.0,193.0,71.0,122.0,3.0,7.0,10.0,8.0,1.0,prop_vendida,13.850395925534354,4.77912349311153
34040,3.0,h,5.2,3.0,1.0,2.0,5.342334251964811,Moreland City Council,Northern Metropolitan,11918.0,264.0,117.0,123.0,8.0,5.0,7.0,11.0,3.0,prop_transferida,13.799382192294036,4.6913478822291435
34042,3.0,h,5.2,3.0,3.0,2.0,5.4510384535657,Moreland City Council,Northern Metropolitan,11918.0,205.0,79.0,125.0,4.0,6.0,10.0,8.0,2.0,prop_vendida,13.864301674514206,0.0
34043,4.0,h,4.0,4.0,2.0,0.0,5.043425116919247,Moreland City Council,Northern Metropolitan,5533.0,124.0,85.0,101.0,7.0,0.0,3.0,7.0,4.0,prop_vendida,14.220976332738882,4.77912349311153
34044,4.0,h,4.0,4.0,2.0,1.0,6.035481432524756,Moreland City Council,Northern Metropolitan,5533.0,167.0,96.0,117.0,9.0,2.0,0.0,9.0,1.0,prop_vendida,14.648420115681892,4.6443908991413725
34046,2.0,h,4.0,2.0,1.0,2.0,5.262690188904886,Moreland City Council,Northern Metropolitan,5533.0,159.0,89.0,96.0,6.0,3.0,0.0,7.0,3.0,prop_vendida,13.80141264778304,0.0
34047,2.0,h,5.2,2.0,1.0,2.0,5.937536205082426,Moreland City Council,Northern Metropolitan,7082.0,9.0,10.0,85.0,5.0,0.0,2.0,1.0,1.0,prop_transferida,13.487007879880162,4.23410650459726
34049,3.0,h,5.2,3.0,1.0,2.0,6.0473721790462776,Moreland City Council,Northern Metropolitan,7082.0,24.0,20.0,97.0,2.0,2.0,5.0,3.0,1.0,prop_vendida,14.070153551531353,4.48863636973214
