direccion_completa,x,y
"Bentleigh, 2/32 Mavho St, 3204",-37.9190495,145.03426
"Port Melbourne, 701/142 Rouse St, 3207",-37.8421644,144.9399742
"Coburg North, 2/5 Lake Gr, 3058",-37.7333371,144.9661796
"MacLeod, 3/4 Skye St, 3085",-37.7182555,145.073642
"St Kilda, 74/604 St Kilda Rd, 3182",-37.8511263,144.9804974
"Essendon, 4/19 Ballater St, 3040",-37.7489828,144.9049359
"Toorak, 6/18 Tintern Av, 3142",-37.8424298,145.0058519
"Mont Albert, 33 Victoria Cr, 3127",-37.8147224,145.1049047
"Brighton East, 23 Northern Av, 3187",-37.9020569,145.0181471
"South Melbourne, 301/196 Albert Rd, 3205",-37.8371467,144.9671841
"Ashwood, 7 Jingella Av, 3147",-37.8699136,145.0993069
"Essendon, 4/142 Cooper St, 3040",-37.741557,144.899529
"Greensborough, 3/27 River St, 3088",-37.7054318,145.1157341
"Balwyn, 7A Relowe Cr, 3103",-37.8055914,145.1030584
"Glen Iris, 6/17 Belmont Av, 3146",-37.8568989,145.0480512
"Hughesdale, 5/1 Barkly St, 3166",-37.9021732,145.0791089
"Mount Waverley, 2/2 Lynden Gr, 3149",-37.8615414,145.1136063
"Frankston, 5 Somme Av, 3199",-38.1533664,145.112584
"Mont Albert, 9 Carlyle Cr, 3127",-37.8121457,145.1014495
"Ferntree Gully, 8 Lancia Ct, 3156",-37.8928118,145.2822855
"Richmond, 309/71 Abinger St, 3121",-37.8200826,145.0038155
"Black Rock, 60b Ardoyne St, 3193",-37.9723256,145.02372
"Caroline Springs, 31 Kororoit App, 3023",-37.7380865,144.7440482
"South Yarra, 305/35 Malcolm St, 3141",-37.8369921,144.996831
"Carnegie, 7/179 Neerim Rd, 3163",-37.8876244,145.0476269
"Carnegie, 7/54 Moonya Rd, 3163",-37.8965368,145.061735
"Brunswick East, 2/64 Barkly St, 3057",-37.7779555,144.9738634
"Donvale, 31 Larne Av, 3111",-37.792071,145.1939896
"Kilsyth, 4/20 Durham Rd, 3137",-37.8024037,145.3185397
"Ascot Vale, 3/44 North St, 3032",-37.7758621,144.9255466
"Sunshine North, 9/18 Northumberland Rd, 3020",-37.7764175,144.840986
"Glenroy, 9a Kennedy St, 3046",-37.7101769,144.9151111
"Reservoir, 3/48 Goulburn Av, 3073",-37.7216519,145.0208132
"Reservoir, 3a Carrington Rd, 3073",-37.7221517,144.9913307
"Glenroy, 83 Beatty Av, 3046",-37.699042,144.92627
"Burwood, 2/34 McComas Gr, 3125",-37.8531407,145.1112904
"Thornbury, 4/104 Gooch St, 3071",-37.7588609,145.0076216
"Cheltenham, 25 Munro Av, 3192",-37.9573047,145.0450961
"Doncaster East, 23 Lambert Pl, 3109",-37.7739043,145.1740948
"Templestowe Lower, 57 Mincha Av, 3107",-37.7595887,145.0970573
"Malvern, 66 Claremont Av, 3144",-37.8668799,145.0355002
"Croydon, 3/6 Haig St, 3136",-37.7932744,145.2901265
"Preston, 3/46 Tyler St, 3072",-37.7329133,145.0340337
"Jacana, 2/47 Emu Pde, 3047",-37.6878419,144.9086712
"Essendon North, 9/15 Royal Av, 3041",-37.7387443,144.9048887
"Glenroy, 50 Chapman Av, 3046",-37.7086854,144.9141147
"Brunswick West, 2/458 Brunswick Rd, 3055",-37.7750617,144.9405468
"Bulleen, 2/6 England St, 3105",-37.7606153,145.0855177
"Thornbury, 4/99 Ballantyne St, 3071",-37.7578638,144.9923553
"Richmond, 24 Green St, 3121",-37.827187,144.99477
"Reservoir, 2/54 Dumbarton St, 3073",-37.7018787,145.0295332
"Reservoir, 6 Falk Av, 3073",-37.697357,145.0139839
"Hawthorn, 6 Dean Av, 3122",-37.8250415,145.0393273
"Bentleigh East, 32a Brian St, 3165",-37.9251235,145.0533427
"Windsor, 2/24 The Avenue, 3181",-37.8558527,144.9981024
"Bulleen, 8a Ronald Av, 3105",-37.7650756,145.090038
"Bayswater, 55 Ozone Rd, 3153",-37.8515312,145.2608902
"Sunshine North, 22 Ford Av, 3020",-37.7597276,144.8290197
"Hughesdale, 2/25 Latrobe St, 3166",-37.9027468,145.0847322
"Northcote, 99a Christmas St, 3070",-37.7667322,145.0148966
"Coburg, 9 Woiwurung Cr, 3058",-37.7357759,144.9739612
"Richmond, 24 Richmond Tce, 3121",-37.8219157,144.9906369
"MacLeod, 43 Wungan St, 3085",-37.7187233,145.074676
"Hampton East, 7 Seafoam St, 3188",-37.938445,145.032659
"Doncaster, 33a Finlayson St, 3108",-37.7886189,145.1087016
"Ashburton, 2/43 Warner Av, 3147",-37.8689636,145.0861745
"MacLeod, 94 Torbay St, 3085",-37.7193958,145.0803031
"Eltham North, 36 Arcadia Wy, 3095",-37.6896707,145.1486515
"Port Melbourne, 505/115 Nott St, 3207",-37.8400142,144.9389959
"Glenroy, 5/43 Anselm Gr, 3046",-37.7022544,144.9103196
"Spotswood, 24 Mary St, 3015",-37.8276847,144.878793
"Doncaster, 2/4 Frank St, 3108",-37.7938829,145.1268525
"Reservoir, 3/127 Hickford St, 3073",-37.703839,145.015424
"Brunswick West, 9/6 McLean St, 3055",-37.755759,144.938912
"Balwyn, 4/5 Caravan St, 3103",-37.804843,145.097294
"Balwyn, 9/132 Yarrbat Av, 3103",-37.811073,145.0982216
"Glenroy, 35 Paget Av, 3046",-37.7027798,144.9246137
"Preston, 2d Edwin St, 3072",-37.7533386,145.0185365
"Ormond, 349 Koornang Rd, 3204",-37.902939,145.0542316
"Hawthorn, 8/136 Church St, 3122",-37.8185021,145.0178377
"Doreen, 58 Cathedral Ri, 3754",-37.5864808,145.1283462
"Kew East, 43 Ramsay Av, 3102",-37.7940231,145.0462787
"Melbourne, 9/73 Queens Rd, 3000",-37.8519877,144.9792093
"Kew, 8 Carnsworth Av, 3101",-37.8038038,145.0232756
"Hawthorn, 3/45 Church St, 3122",-37.8146838,145.0221899
"Clayton, 77 Fulton St, 3168",-37.914082,145.1170815
"Ashburton, 4 Wilgra Av, 3147",-37.8612728,145.090078
"Brunswick West, 6/2 Allard St, 3055",-37.7675465,144.9427145
"Prahran, 4/7 Lewisham Rd, 3181",-37.857579,144.998656
"Reservoir, 57 Hobbs Cr, 3073",-37.7076684,145.0039601
"Coburg, 3/1 Manna Gum Ct, 3058",-37.7368952,144.976074
"Greensborough, 3/11 William St, 3088",-37.702712,145.094235
"Malvern East, 8/7 Hedgeley Av, 3145",-37.8689203,145.0580639
"St Kilda, 6/39 Eildon Rd, 3182",-37.8613521,144.9781909
"Rosanna, 43 Brassey Av, 3084",-37.7344151,145.0718427
"Burwood, 2/29 Renown St, 3125",-37.8541368,145.1226203
"Essendon, 56a Bradshaw St, 3040",-37.7473464,144.8945054
"Hampton East, 7 Summit Av, 3188",-37.9394272,145.0248746
"East Melbourne, 3/8 Wellington Cr, 3002",-37.8172114,144.9776788
"Reservoir, 74 Lloyd Av, 3073",-37.6976773,145.0140878
"Doncaster East, 3/57 Renshaw St, 3109",-37.7936757,145.1449331
"South Yarra, 2/57 Darling St, 3141",-37.834285,144.991396
"Sandringham, 2/8 Masefield Av, 3191",-37.957502,145.01017
"Altona North, 2/5 Stapley Cr, 3025",-37.8356571,144.8645194
"St Albans, 8 Avondale Av, 3021",-37.7450185,144.8148294
"Malvern, 4a Milton Pde, 3144",-37.8449824,145.0379704
"Brunswick, 5/80 Dawson St, 3056",-37.7702202,144.9523084
"Hawthorn, 63/1 Domville Av, 3122",-37.8212572,145.0223916
"Bentleigh East, 6/87 East Boundary Rd, 3165",-37.9276335,145.0573901
"Hampton East, 3/113 Spring Rd, 3188",-37.9385293,145.033645
"Windsor, 3a Duke St, 3181",-37.8537894,144.9933142
"Pascoe Vale, 4/4 Plymouth Av, 3044",-37.7220351,144.9427049
"Coburg, 23 Cole Cr, 3058",-37.7474372,144.9782235
"St Albans, 2/4 Levenia St, 3021",-37.7581439,144.8007403
"Eltham, 3/124 Dalton St, 3095",-37.7254293,145.1518386
"Jacana, 52 Hales Cr, 3047",-37.6854996,144.9142001
"St Albans, 96 George St, 3021",-37.7307046,144.7977113
"Brunswick, 2/68 De Carle St, 3056",-37.7596947,144.9655065
"MacLeod, 2/26 Strathallan Rd, 3085",-37.723811,145.077591
"Canterbury, 62 Wentworth Av, 3126",-37.8176003,145.0720121
"Ascot Vale, 5/27 Harold St, 3032",-37.7730538,144.9010029
"Bentleigh East, 8b Browns Rd, 3165",-37.9238428,145.0562809
"Reservoir, 3/63 Lane Cr, 3073",-37.7126599,145.0202034
"Clifton Hill, 4/28 Groom St, 3068",-37.7931724,144.9979945
"Reservoir, 2/46 Orrong Av, 3073",-37.7130936,145.0127017
"Mill Park, 4 Stockdale Wy, 3082",-37.6628925,145.0805471
"Brighton, 8/3 Railway Av, 3186",-37.9181228,144.9935949
"McKinnon, 3/294 Jasper Rd, 3204",-37.9088226,145.0438479
"Burwood, 33 Cookson Wy, 3125",-37.8578283,145.1105194
"Kingsville, 92 Empress Av, 3012",-37.8092116,144.8813851
"Northcote, 9 Lawry St, 3070",-37.7707071,144.9995515
"Clifton Hill, 3/77 Field St, 3068",-37.79228,145.0022922
"Glenroy, 6 Pengana Av, 3046",-37.7088218,144.9077567
"Richmond, 404/1 Margaret St, 3121",-37.8235073,144.9903904
"Murrumbeena, 9 Winston Wy, 3163",-37.9052854,145.0607855
"Murrumbeena, 7 Lawrance St, 3163",-37.8899045,145.0763333
"Coburg North, 52 Lincoln Av, 3058",-37.7192662,144.9557094
"Reservoir, 28 Lane Cr, 3073",-37.7150825,145.0169148
"Doncaster East, 4/64 Beverley St, 3109",-37.7913309,145.1600163
"Collingwood, 407/132 Smith St, 3066",-37.804475,144.983604
"Murrumbeena, 2/33 Railway Pde, 3163",-37.8932537,145.0729354
"Wollert, 31 Warruga Cr, 3750",-37.6132491,145.0418446
"Murrumbeena, 24 Kinlock Av, 3163",-37.9054394,145.0695596
"Gardenvale, 6/37 Lantana Rd, 3185",-37.8976905,145.0112839
"Hawthorn East, 708/32 Lilydale Gr, 3123",-37.8230814,145.0476491
"Essendon, 9 Amelia Av, 3040",-37.7451366,144.9232228
"Aberfeldie, 49 Brunel St, 3040",-37.7628182,144.8963108
"Strathmore, 8/12 Lamart St, 3041",-37.7226125,144.9068672
"Thornbury, 54 Bradley Av, 3071",-37.7605652,144.9882491
"Reservoir, 36a Ashton St, 3073",-37.7287484,145.021435
"Noble Park, 64 Leonard Av, 3174",-37.9738234,145.1745729
"Sunshine North, 62 Dunkeld Av, 3020",-37.7665864,144.8241649
"Bentleigh East, 2/61 Lahona Av, 3165",-37.9275778,145.0557479
"Brunswick, 9a Downs St, 3056",-37.7554453,144.9554152
"Malvern, 8/23 Raleigh St, 3144",-37.8682478,145.0339767
"Mount Waverley, 36 Winbourne Rd, 3149",-37.8770432,145.1234659
"MacLeod, 52 Joynt St, 3085",-37.7262256,145.066565
"MacLeod, 69 Torbay St, 3085",-37.721065,145.0757752
"Altona North, 53 Second Av, 3025",-37.8378166,144.8530263
"St Kilda, 2/26 Wellington St, 3182",-37.8567268,144.9846279
"Coburg, 5/27 Cope St, 3058",-37.735077,144.9616485
"Chelsea, 7/17 Golden Av, 3196",-38.056697,145.121427
"Prahran, 33 Irving Av, 3181",-37.8567891,145.0070967
"St Kilda, 5/12 St Leonards Av, 3182",-37.863349,144.9779486
"Altona North, 85a First Av, 3025",-37.8328624,144.8548354
"Mill Park, 31 Hurlstone Cr, 3082",-37.6618754,145.0699042
"Brunswick West, 77 Collier Cr, 3055",-37.7714548,144.9462559
"Maribyrnong, 304/2 La Scala Av, 3032",-37.7802723,144.891908
"Viewbank, 5/62 Meyrick Cr, 3084",-37.7366653,145.0892457
"Mount Waverley, 262 Lawrence Rd, 3149",-37.8779249,145.1414235
"Richmond, 4/2 Union St, 3121",-37.8183819,144.9929635
"Maidstone, 6/92 Ballarat Rd, 3012",-37.7861898,144.8776414
"Mount Waverley, 2/558 Huntingdale Rd, 3149",-37.8900683,145.1080877
"Viewbank, 37 Kambea Cr, 3084",-37.736335,145.0815739
"Camberwell, 3/40 Glen Iris Rd, 3124",-37.8468406,145.0680177
"Sunshine West, 68 Lachlan Rd, 3020",-37.7919799,144.8095474
"Ascot Vale, 3/7 Roxburgh St, 3032",-37.7759779,144.9193703
"Toorak, 4/518 Toorak Rd, 3142",-37.84236,145.01633
"Mont Albert, 4/3 Rowland St, 3127",-37.8212078,145.111016
"Toorak, 3/669 Toorak Rd, 3142",-37.8434078,145.0296833
"Maidstone, 36/44 Eucalyptus Dr, 3012",-37.7794876,144.8728939
"Coburg North, 24 Irene St, 3058",-37.7250056,144.9522631
"Blackburn, 42 Williams Rd, 3130",-37.8134328,145.1503803
"Kew, 3/13 Kent St, 3101",-37.8064719,145.0401219
"Altona North, 5/24 Valerian Av, 3025",-37.829284,144.8500919
"Ringwood East, 7/51 Mt Dandenong Rd, 3135",-37.8081312,145.2480646
"West Footscray, 3/12 Rondell Av, 3012",-37.7975952,144.8689553
"Lower Plenty, 2/320 Main Rd, 3093",-37.7274994,145.1247412
"Sunbury, 32 Gilchrist Cr, 3429",-37.5718135,144.719456
"Sunshine North, 32 Troon Cr, 3020",-37.772867,144.8463831
"Templestowe Lower, 22 Fairbank Cr, 3107",-37.7650187,145.1228581
"Airport West, 45 Laurence Av, 3042",-37.7284818,144.8764097
"Glenroy, 2/7 Langton St, 3046",-37.7013097,144.9133696
"Donvale, 24 Florence Av, 3111",-37.8021152,145.1812446
"Richmond, 409/10 Burnley St, 3121",-37.8126488,145.0093583
"Hampton, 39 Thorburn St, 3188",-37.9415205,145.022286
"Kew, 3 First Av, 3101",-37.8008233,145.0568125
"Cremorne, 315/140 Swan St, 3121",-37.8254885,144.9948361
"Toorak, 6 Woodside Cr, 3142",-37.8434452,145.0048822
"Strathmore, 9/2 North Av, 3041",-37.7428043,144.9273512
"Melbourne, 318/9 Commercial Rd, 3000",-37.8452869,144.9797891
"North Melbourne, 7/342 Dryburgh St, 3051",-37.7979275,144.9446599
"St Kilda, 3/62 Alma Rd, 3182",-37.8606692,144.9886924
"Ascot Vale, 42 Archer Av, 3032",-37.7775103,144.9074878
"Coburg North, 52 Lorensen Av, 3058",-37.7199235,144.9607023
"South Yarra, 22/384 Toorak Rd, 3141",-37.840609,145.0035424
"Airport West, 28 Creswell Av, 3042",-37.7328742,144.8874406
"Strathmore, 3 Madel Av, 3041",-37.7419258,144.9209165
"Fitzroy North, 7/125 Rushall Cr, 3068",-37.7819992,144.989944
"Brooklyn, 4 Viola Av, 3012",-37.8205123,144.8393132
"Wantirna South, 4/1340 High Street Rd, 3152",-37.8772452,145.2242437
"Flemington, 5/155 Mt Alexander Rd, 3031",-37.7828917,144.93418
"Carrum, 2/66 Whatley St, 3197",-38.0824309,145.1316837
"Altona North, 29a The Broadway, 3025",-37.8340553,144.861358
"Oakleigh, 3 Caloola Av, 3166",-37.8902815,145.0896117
"Reservoir, 3/14 Suffolk St, 3073",-37.7075255,145.0117112
"Preston, 2/33 Cramer St, 3072",-37.7400343,144.9985194
"Southbank, 5/86 Kavanagh St, 3006",-37.8245558,144.9632111
"Brighton East, 696A Hawthorn Rd, 3187",-37.908004,145.0177166
"Keilor Downs, 5 Wimmera Cr, 3038",-37.722914,144.813926
"Deepdene, 2/24 Barnsbury Rd, 3103",-37.8128966,145.0655519
"Moorabbin, 2/3 William St, 3189",-37.9445358,145.0443822
"Ivanhoe, 24 Osney Av, 3079",-37.7572331,145.042684
"Plumpton, 30 Aubisque Cl, 3335",-37.7149209,144.7242433
"Aspendale, 45 Eulinga Av, 3195",-38.0142566,145.0992547
"Sunbury, 8 Curtin Dr, 3429",-37.5626165,144.7319379
"Fawkner, 56 Alec Cr, 3060",-37.6935336,144.9681358
"Hawthorn, 9/125 Riversdale Rd, 3122",-37.8288648,145.0367688
"Armadale, 65 Barkly Av, 3143",-37.8597521,145.024974
"Brunswick, 24 Amelia St, 3056",-37.776024,144.9660113
"Reservoir, 2/8 Cuthbert Rd, 3073",-37.7163058,145.0157348
"Burwood, 3/8 Newbigin St, 3125",-37.8525478,145.1308086
"Northcote, 6 Cain Av, 3070",-37.7795165,145.0078376
"Reservoir, 3/59 Clingin St, 3073",-37.7288888,145.0310768
"Mont Albert, 8/17 Wolseley Cl, 3127",-37.819391,145.103236
"Doncaster, 28 Larkspur Av, 3108",-37.7946757,145.1312623
"Brighton, 3/14 Nepean Hwy, 3186",-37.8853407,144.9978358
"Windsor, 28/174 Peel St, 3181",-37.8562641,144.9916112
"Elwood, 8/15 Dickens St, 3184",-37.8715954,144.986943
"Epping, 3 Eclipse Av, 3076",-37.6252619,145.0176787
"Strathmore, 9 North Av, 3041",-37.7415166,144.9270381
"Glen Iris, 2/9 Park Rd, 3146",-37.847088,145.0570117
"Richmond, 7 Barkly Av, 3121",-37.8292678,144.9996412
"South Kingsville, 7 Aloha St, 3015",-37.8308675,144.8672244
"Maribyrnong, 3 Lakeside Cr, 3032",-37.784783,144.8994522
"Greenvale, 36 Frontier Av, 3059",-37.613226,144.8860175
"Flemington, 250 Pinoak Cr, 3031",-37.781652,144.9275021
"Brunswick, 56b Dunstan Av, 3056",-37.7580436,144.9737687
"Kingsville, 8/35 Edgar St, 3012",-37.8095484,144.8771306
"Thornbury, 34a Newman St, 3071",-37.7565405,144.9860429
"Glen Huntly, 9/115 Neerim Rd, 3163",-37.8878471,145.0419151
"Sunshine West, 53 Sanders Av, 3020",-37.7930001,144.8245085
"Hadfield, 3/99 East St, 3046",-37.7068918,144.9502704
"Maribyrnong, 2/7 Bloomfield Av, 3032",-37.7703737,144.8915499
"Melbourne, 406/360 St Kilda Rd, 3000",-37.8317727,144.9710948
"Gladstone Park, 8 Aylesbury Cr, 3043",-37.6920717,144.8876797
"Sunshine West, 25 Rautman Cr, 3020",-37.8034589,144.8273671
"Glen Huntly, 4/12 Park Av, 3163",-37.8959205,145.0436644
"Carlton, 70/121 Rathdowne St, 3053",-37.8042272,144.9690866
"Malvern East, 2/240 Waverley Rd, 3145",-37.8768938,145.0543001
"Bonbeach, 2/49 Fowler St, 3196",-38.0587292,145.1257236
"Altona, 5a Emu Av, 3018",-37.8679054,144.8095846
"Carnegie, 3/14 Arawatta St, 3163",-37.8849455,145.0593975
"Mount Waverley, 3/24 Mummery St, 3149",-37.8812333,145.1297271
"Keilor East, 92 Noga Av, 3033",-37.7416691,144.8709997
"Eltham, 2/41 Luck St, 3095",-37.7126282,145.1535711
"Bayswater, 3/34 Farnham Rd, 3153",-37.8495387,145.2742207
"Kensington, 304/84 Altona St, 3031",-37.7966089,144.9254138
"Richmond, 4/5 Leslie St, 3121",-37.8119717,145.0074396
"St Albans, 29 Marsden Cr, 3021",-37.7447974,144.7989136
"Fitzroy, 2/41 Kerr St, 3065",-37.7963746,144.9768992
"Gowanbrae, 49 Rutherglen Cr, 3043",-37.7010616,144.8968267
"Braybrook, 40 Lawn Cr, 3019",-37.7822827,144.860494
"Camberwell, 8/887 Toorak Rd, 3124",-37.8452317,145.0549012
"Pascoe Vale, 238 Boundary Rd, 3044",-37.7164215,144.9379229
"Caulfield North, 3/16 Payne St, 3161",-37.8780009,145.0333719
"Tarneit, 3 Clarafield Cr, 3029",-37.8450763,144.6765978
"Camberwell, 29 Fairfield Av, 3124",-37.8413841,145.0587874
"Caulfield North, 4/40 Northcote Av, 3161",-37.8780398,145.027899
"Kings Park, 40 Kingdom Av, 3021",-37.7327773,144.7638407
"Fitzroy, 3/241 Napier St, 3065",-37.8005991,144.9801634
"Wallan, 8 Appleberry Wy, 3756",-37.4195597,144.9637434
"Pascoe Vale, 75 Landells Rd, 3044",-37.7252104,144.9430142
"Sunshine, 5 Leith Av, 3020",-37.791807,144.8301181
"Malvern East, 52 Abbotsford Av, 3145",-37.8818488,145.0858873
"Moonee Ponds, 83 Holmes Rd, 3039",-37.7661731,144.9135228
"Chelsea, 56 Argyle Av, 3196",-38.0541664,145.1245145
"Essendon, 3/15 Balmoral St, 3040",-37.749099,144.906031
"Mont Albert, 3 Blenheim Av, 3127",-37.8241058,145.1127879
"Melbourne, 505/598 St Kilda Rd, 3000",-37.8500636,144.9800675
"MacLeod, 37 Grieve St, 3085",-37.7266109,145.0621947
"Templestowe Lower, 6 Lakeview Tce, 3107",-37.7706,145.1009462
"Seddon, 7/20 Bayview Rd, 3011",-37.807379,144.885457
"Mentone, 7/60 Beach Rd, 3194",-37.9876984,145.0580365
"Kingsbury, 31b Cash St, 3083",-37.7143172,145.0404508
"Malvern, 42 Victoria Rd, 3144",-37.8692659,145.0383162
"Bayswater North, 3 Wendover Av, 3153",-37.8202364,145.2679228
"Brighton East, 3A Denton St, 3187",-37.9298864,145.0269139
"Murrumbeena, 2/9 Ardyne St, 3163",-37.8923608,145.068311
"Flemington, 230/200 Smithfield Rd, 3031",-37.7887993,144.9222422
"Keilor Downs, 35 Wimmera Cr, 3038",-37.7254708,144.8131916
"Mount Waverley, 233 Lawrence Rd, 3149",-37.8748318,145.141292
"Surrey Hills, 2/7 Benson St, 3127",-37.8184933,145.0905819
"Footscray, 5/34 Whitehall St, 3011",-37.8021919,144.9052848
"Forest Hill, 3/11 Morloc St, 3131",-37.829182,145.1717358
"Hawthorn East, 408/138 Camberwell Rd, 3123",-37.8287396,145.053457
"Rowville, 4 Lakeside Bvd, 3178",-37.9148004,145.2442749
"Prahran, 9 Larnook St, 3181",-37.8569532,145.0081909
"Brunswick, 32 Amelia St, 3056",-37.7761858,144.9660561
"Burwood, 30 Waratah Av, 3125",-37.8447775,145.0997618
"Oakleigh South, 41 Cleek Av, 3167",-37.9131516,145.0873517
"Essendon North, 2/8 Ronald St, 3041",-37.7365393,144.8958498
"Jacana, 49 Hales Cr, 3047",-37.6858847,144.9145938
"Brunswick West, 3 Appleby Cr, 3055",-37.7565955,144.9490699
"Sunshine, 25 Kinnane Cr, 3020",-37.7799391,144.8362671
"Dallas, 49 Millewa Cr, 3047",-37.6728462,144.9295043
"Wyndham Vale, 57 Balcombe Dr, 3024",-37.8716483,144.6000657
"Oakleigh South, 7 Cleek Av, 3167",-37.9108465,145.0874491
"Westmeadows, 2/4 Avion Pl, 3049",-37.6809407,144.8799297
"Noble Park, 2/7 Flinders St, 3174",-37.9598292,145.1681441
"Kew, 3/32 Ridgeway Av, 3101",-37.8050163,145.0395196
"Elsternwick, 7/483 Kooyong Rd, 3185",-37.896489,145.0127922
"Glen Iris, 6/39 Scott Gr, 3146",-37.855144,145.049762
"Coburg North, 27 Peterson Av, 3058",-37.7339825,144.9821074
"Hampton, 9/36 Crisp St, 3188",-37.941385,145.0059525
"Reservoir, 3/25 Invermay St, 3073",-37.7030082,145.0282316
"Noble Park, 5/31 Dunblane Rd, 3174",-37.9608056,145.1817321
"Point Cook, 8 Fuchsia Cr, 3030",-37.9020129,144.751125
"Brighton East, 2C Ratho Av, 3187",-37.9284887,145.0049275
"Williams Landing, 48 Fantail Cr, 3027",-37.8537157,144.7345531
"South Yarra, 3/2 Lawson Gr, 3141",-37.8336346,144.990431
"Toorak, 27 Montalto Av, 3142",-37.8434486,145.0120076
"Albion, 3/44 Derrimut St, 3020",-37.779219,144.8171374
"Brighton, 33 Laburnum St, 3186",-37.9169194,145.0047792
"Doncaster East, 30A Renshaw St, 3109",-37.7945327,145.1473244
"Reservoir, 87 Pallant Av, 3073",-37.6950936,144.9997
"Richmond, 401/1 Railway Pl, 3121",-37.8260159,144.9954924
"Footscray, 483 Barkly St, 3011",-37.7980044,144.8819344
"Oakleigh, 89 Burlington St, 3166",-37.9028584,145.1006782
"Windsor, 8 Eastbourne St, 3181",-37.8531093,144.9938932
"Carlton North, 9/1062 Lygon St, 3054",-37.7809417,144.9705344
"Brighton, 9 Laburnum St, 3186",-37.9186099,145.0045787
"Reservoir, 7/18 Bedford St, 3073",-37.7175425,145.0083355
"Preston, 2/22 Josephine Gr, 3072",-37.735165,145.014543
"Strathmore, 3/242 Woodland St, 3041",-37.7412236,144.9109891
"Malvern, 25/158 Wattletree Rd, 3144",-37.8627191,145.0295608
"Ormond, 2/39 Queen St, 3204",-37.9043879,145.0354581
"Balwyn North, 37 Tower Rd, 3104",-37.8010692,145.0806741
"Strathmore, 3/17 Mascoma St, 3041",-37.728258,144.920191
"Braybrook, 2/8 Turner Cr, 3019",-37.7921327,144.8516378
"Carnegie, 5 Graceburn Av, 3163",-37.8912959,145.0551162
"Hawthorn, 3/178 Auburn Rd, 3122",-37.8247738,145.0443861
"Bentleigh East, 73b Purtell St, 3165",-37.9261337,145.0569011
"Sunshine North, 36 Cooke Av, 3020",-37.7586197,144.8280309
"Bundoora, 5 Gray Ct, 3083",-37.6936256,145.0643475
"Hawthorn East, 402/32 Lilydale Gr, 3123",-37.8230683,145.047655
"Hampton, 375b Bluff Rd, 3188",-37.9440997,145.0222338
"Hampton East, 7/17 Keiller St, 3188",-37.9353256,145.0352759
"Hampton, 2/22 Fewster Rd, 3188",-37.938418,145.014616
"Sunshine West, 59 Felstead Av, 3020",-37.8034415,144.8169696
"Hawthorn East, 401/480 Riversdale Rd, 3123",-37.831646,145.0559933
"Cheltenham, 3/7 Jellicoe St, 3192",-37.9609251,145.0579016
"Bentleigh, 7a Porter Rd, 3204",-37.931535,145.0438107
"Ashwood, 44 Electra Av, 3147",-37.8709177,145.1103965
"Hawthorn East, 409/32 Lilydale Gr, 3123",-37.8230683,145.047655
"St Kilda, 2/80 Blessington St, 3182",-37.8686021,144.98461
"Burwood, 3 Murray Dr, 3125",-37.8458493,145.1009145
"Prahran, 2/5 Lewisham Rd, 3181",-37.8577813,144.9986413
"Camberwell, 6/74 Glyndon Rd, 3124",-37.8410527,145.0791314
"Brunswick East, 6/374 Lygon St, 3057",-37.7672291,144.9727344
"Camberwell, 56 Fairview Av, 3124",-37.8458508,145.0929792
"Greensborough, 4/72 Nell St, 3088",-37.709016,145.10265
"Roxburgh Park, 3 Gaussberg Wk, 3064",-37.6345769,144.9128308
"Moonee Ponds, 4/21 Learmonth St, 3039",-37.7672028,144.916904
"Mount Waverley, 53 Catherine Av, 3149",-37.8942685,145.1234584
"Airport West, 3/81 McIntosh St, 3042",-37.7213293,144.8836398
"Aspendale, 75 Laura St, 3195",-38.0239246,145.1011661
"Port Melbourne, 405/54 Nott St, 3207",-37.8406532,144.9389097
"Richmond, 6/1 Ellis St, 3121",-37.8158052,144.9958756
"Elsternwick, 23/14 McMillan St, 3185",-37.8871309,145.0016194
"Altona North, 22 Joel Av, 3025",-37.8413114,144.8427433
"St Kilda, 61 Waterloo Cr, 3182",-37.8621643,144.9834178
"Camberwell, 3/11 Carramar Av, 3124",-37.8367442,145.0744531
"Reservoir, 3/126 St Vigeons Rd, 3073",-37.7055827,145.01953
"Templestowe Lower, 331a High St, 3107",-37.7621317,145.1188379
"Hawthorn, 6/9 Henry St, 3122",-37.8202808,145.0430289
"Brunswick West, 275C Union St, 3055",-37.7729789,144.9383053
"Ivanhoe, 51 Elphin St, 3079",-37.7772832,145.0383014
"Beaumaris, 3a Wall St, 3193",-37.9779302,145.0476693
"Mont Albert, 2/82 Victoria Cr, 3127",-37.8141146,145.1109056
"Albion, 66 Adelaide St, 3020",-37.7774803,144.8205297
"Reservoir, 6/42 Harbury St, 3073",-37.712557,145.000791
"Caulfield South, 3/4 Griffiths St, 3162",-37.888845,145.0317997
"Pascoe Vale, 77 Landells Rd, 3044",-37.725086,144.943009
"Melbourne, 608/422 Collins St, 3000",-37.8170971,144.9601487
"Mordialloc, 6/17 Collocott St, 3195",-37.9999988,145.0895804
"Malvern East, 5 Langville Ct, 3145",-37.882566,145.0553927
"Mulgrave, 5 Grosvenor Av, 3170",-37.9249314,145.1717928
"Bentleigh, 34 Buckingham Av, 3204",-37.9178278,145.0506096
"Cheltenham, 6B Tenham Gr, 3192",-37.9684403,145.0681607
